Name,Code,Inventory,Perennial Inventory,Genetics,Scientific name,Header,Terms,height (ft),Δh (ft),width (ft),Δw(ft),Google patent,Origin,Use,W2W?,History,2022 ideas,Notes,Supplier notes,Suppliers,Pollinator,Attachments,Perennial Seeding,Pollen Pairing,pecan matrix,pecan matrix 2,Pollen shed start,Pollen shed stop,Pollen receive start,Polle n receive stop,last update,Field 33,Bloom time,Flower,Foliage
Malva moschata (Tinker Ridge Musk mallow),Tried,1,"""Malva moschata (Tinker Ridge Musk mallow) (GSeedBank, 193)""",Landrace,Malva moschata (Musk mallow),Malvaceae: Malva moschata (Musk mallow),no patent,,,,,,Europe,edible,checked,,,"http://www.namethatplant.net/plantdetail.shtml?plant=912 , https://plants.ncwildflower.org/plant_galleries/details/malva-moschata both say rare in NC mountains. https://plants.ces.ncsu.edu/plants/malva-moschata/ says ""perennial wildflower native to Europe and Turkey"" - no mention of NC growth. https://plants.newgarden.com/12190005/Plant/7489/White_Mallow has guidance:
White Mallow will grow to be about 3 feet tall at maturity, with a spread of 24 inches. It grows at a fast rate, and under ideal conditions can be expected to live for approximately 3 years.
This plant should only be grown in full sunlight. It prefers dry to average moisture levels with very well-drained soil, and will often die in standing water. It is not particular as to soil type or pH. It is highly tolerant of urban pollution and will even thrive in inner city environments. Consider applying a thick mulch around the root zone in winter to protect it in exposed locations or colder microclimates.","Origin: Plymouth, New York
Improvement status: Landrace
Seeds per packet: ~50
Germination tested 11/2021: 98%
Life cycle: Perennial
EFN INTRODUCTION. Musk Mallow is a super nutritious, easy to grow, versatile perennial leaf crop – maybe the closest thing we have to a perennial lettuce substitute. The flowers (in bloom from spring to fall!) are also edible, and quite beautiful too. Bees and other beneficial insects love it. The leaves are rather fascinating in form too: the first ones, which become the lowest leaves on the plant, are round and resemble other mallow leaves, but they gradually morph as the plant grows, and eventually the upper leaves look nothing like the lower leaves. They much more resemble certain geranium leaves (and, come to think of it, the flowers resemble some geranium flowers too). Both the slightly mucilaginous leaves and flowers are eaten raw or cooked, and the seeds are edible too. The plant also has a long history of medicinal use, said to be useful against inflammation, insect bites, bruises, fevers, and urinary and digestive issues. It can be used as an expectorant and a laxative as well. Native to Eurasia, it has become quite common here and has naturalized in other temperate climates around the world. 
The seeds we're selling come from EFN co-founder Nate Kleinman's farm in Chenango County, New York, on the side of Tinker Ridge. Very pretty volunteers, some sporting pink flowers, others white, showed up in a few spots on freshly tilled ground in 2020. The species appears nowhere else in the area, so we can only assume the seeds were sitting in the weed bank underground for years – likely many decades – waiting to burst forth once the lawn was ripped up. The seeds are apparently incredibly hardy: one company selling them offers 22-year-old seed right now with a recent germination test of 99%! Pretty mind-boggling. It's possible these seeds have some dormancy issues – they didn't readily sprout for us in the germination chamber – so they may benefit from prolonged soaking or cold moist stratification. We're selling these as botanical samples for that reason. Be patient with them, and your reward could be a lifetime of beautiful flowers, herbal medicine, and delicious, nutritious greens!",Malva moschata (Tinker Ridge Musk mallow)@See notes,,117357477_313597616421399_7190574774681184422_n_1024x1024@2x.jpg (https://v5.airtableusercontent.com/v3/u/28/28/1715176800000/ba5AO8ExwxDv0pTbC0WdCw/tDa_2HaGJezwcpqRX81N38lKppkxTlqTKW04SmUr4xkqarvyoxUsH0s1uleZvhmm-0VZBKXfSSx2sC6EMfOJWjKBg-knHMbykAHRAJpr8pODBxtVW0IqQMjji2rUMhUA-wYuBNfgsQ0JKo05BMM6Me9VmhAXJTGB_dZfZy9R5hxUKRuQXWzF2T_850eS2xPZH4gKikKCLl72bWhGk4nhXQ/psS5DA34Np7msgyrtPU7QxXR77TcP9eqlNTuUkB0-t4),"""Malva moschata (Tinker Ridge Musk mallow) (, 6)""",,,,,,,,5/5/2024 5:24pm,,,,
Rhexia virginica (meadowbeauty),Have,1,"""Rhexia virginica (meadowbeauty) (GHpot, 54)""",Species,Rhexia virginica,Melastomataceae:  Rhexia virginica,species,,,,,,,,,"20200217 Seeding flats & cells
20200210 Prairie Moon Nursery

20120729 down by Lake Jordan ",,,,,,,,,,,,,,,7/5/2021 6:37pm,,,,
Chicago Hardy,Have,1,"""Chicago Hardy (ONB, 56)""",Clone,,Moraceae: Ficus carica (fig),heirloom,,,,,,Cultivar,fruit,,"20201025 actually getting a cascade of ripe fruit now, just a few even few days, no bounty, but it’s nice!
20181001 Planted on N side of N berm, exposing the log. While the roots will be on the cooler side of the berm, it’s sheltered from cool air rolling down the hill.
20180926 Starks Bro's Order
https://www.starkbros.com/products/fruit-trees/fig-trees/chicago-hardy-fig/",,"classifies it as a Dark Berry fig
http://seattlegardenfruit.blogspot.com/2015/10/fig-of-week-15-chicago-hardy.html
Also called bensonhurst purple fig
Productive and easy to grow. Bears delicious medium-size figs. Exhibits drought-tolerance once established. May die back in colder climates and resume growth in spring. Bears fruit early on new growth. Fruit produced on the older wood will appear in early summer and fruit on new growth will appear in early fall. Ripe fruit has a dark mahogany color. Originates from Sicily. Grows well in containers! Heat-tolerant. Ripens in July through frost. Self-pollinating.

Savor sweet, dark mahogany fruit with rich red flesh with the . Hardy Chicago Fig Tree. It is indigenous to Sicily, where the variety is known to have been growing at about 3000 feet above sea level where it gets quite cold. It gained a reputation in Chicago where cuttings somehow made their way to the U.S. with the help of an Italian gardener. The tree flourishes despite the harsh winters. Perhaps the coldest hardy fig ever discovered they will yield large amounts of fruit in the garden or dwarfed in containers. And it is fast growing too! In many instances it can produce fruit first year; by second year fruit will appear on old growth in early summer and then in the fall fruit will begin to appear on new growth.",,,,,,,,,,,,,8/22/2021 7:27pm,,,,
Celeste Fig,Interesting,0,,Clone,FIcus carica,Moraceae: Ficus carica (fig),,,,,,,,fruit,,,,,,Celeste Fig@CFH,,,,,,,,,,,5/5/2024 5:31pm,,,,
Italian Honey Fig,Interesting,0,,Clone,FIcus carica,Moraceae: Ficus carica (fig),,,,,,,,"fruit,deer ignore",,,,"Honey-sweet, and simply divine eating. The pale chartreuse skin is very slightly tart against the luscious, sweet pale amber flesh. Fruit is exquisite fresh, but also dries beautifully. “Closed eye” when ripe; helps resist splitting and souring. Minimal pruning needed, and grows well in containers. Heat- and drought-tolerant, though some fruit drop may occur if tree is dry for too long a period. For some reason, deer are not terribly interested in this variety. In warmer zones, a first crop is possible in late July and again in mid-September. Self-pollinating. - -Stark Bros",,Italian Honey Fig@Stark Bros,,,,,,,,,,,5/5/2024 5:31pm,,,,
LSU Gold,Interesting,0,,Clone,FIcus carica,Moraceae: Ficus carica (fig),,,,,,,,fruit,,,,Pale flesh,,LSU Gold@Peaceful Heritage (KY),,,,,,,,,,,6/25/2021 8:34am,,,,
White Marseilles Fig,Interesting,0,,Clone,FIcus carica,Moraceae: Ficus carica (fig),,,,,,,,fruit,,,,Pale flesh,,White Marseilles Fig@Peaceful Heritage (KY),,,,,,,,,,,5/5/2024 5:31pm,,,,
Myrica cerifera (wax myrtle),Have,2,"""Myrica cerifera (wax myrtle) (GHpot, 125)"",""Myrica cerifera (wax myrtle) (GHpot, 126)""",Species,Myrica cerifera,Myricaceae: Myrica cerifera & M caroliniensis,species,,,,,,,,,"20201124 Sheffields Order (Myrica cerifera)
80 seeds/packet 67%germination Louisiana 2019
>> no idea what happened<<
20170326 potted up wax myrtle seedlings
201703xx potted up 12 wax myrtle seedlings
20161026 Seed in saucer, sprayed with cleanser, rubbed between fingers hoping to remove the waxy layer. Rinsed four times with water that had just been boiling. Sprinkled in plastic takeaway container, over a layer of peat moss. Vermiculite on top. Applied cover.

20161016 Native seed swap M cerifera, see Seed starting

20160729ish Myricaceae: Myrica caroliniensis Cuttings taken from M&D's, 2-3 foot branches, rooting hormone & in spagnum moss 20160730ish. Despite misting early on, failed by 20160807. TRY SMALLER BRANCHES",,"M. caroliniensis is similar to wax myrtle, M. cerifera.
These plants' leaves and scent distinguish them: wax myrtle leaves have scent glands on both sides and are fragrant when crushed, bayberry has scent glands mainly on the leaf undersides and is not markedly fragrant. Bayberry and wax myrtle hybridize.[2][3][4]Myrica cerifera is similar to M. pensylvanica and M. caroliniensis. These plants' scent or fruits can distinguish them.[2][3]  

Myrica cerifera L.  Wax Myrtle, Southern Bayberry, Waxberry, Candleberry
This species also has several synonyms aside from the Myrica/Morella split: Cerothamnus pumilus, C. ceriferus, Myrica cerifera var. pumila, and Myrica pusilla.[1]  Morella cerifera

Myrica caroliniensis P. Mill. 1768 :  bayberry,southern bayberry, pocosin bayberry, and evergreen bayberry
Synonyms[1]
Cerothamnus pensylvanicus (Loisel.) Moldenke
Myrica pennsylvanica Lam.
M. caroliniensis has several synonyms aside from the Myrica/Morella and M. pensylvanica splits: Myrica heterophylla, Cerothamnus caroliniensis, and Myrica heterophylla var. curtissii.


http://hort.ufl.edu/database/lppi/sp259.shtml

Propagation by Cuttings
Cutting type: stem tip
Time of year to take cuttings: early Summer
Cutting maturity: semi-hardwood
Rooting hormone: IBA Quick Dip 5000 PPM
Rooting environment: intermittent mist


Recommended by Diana of the goat squad",,,,,,,,,,,,,10/24/2021 8:16pm,,,,
"""The King"" Ostrich",Interesting,0,,Selection,Matteuccia Struthiopteris (Ostrich fern),Onocleaceae: Matteuccia Struthiopteris (Ostrich fern),no patent,,,,,,Cultivar,"edible,naturalizing",,,,"(aka: Matteuccia 'Fanfare') Matteuccia 'The King' is an amazing selection of ostrich fern, distributed by Larry Mellichamp, who got it from NC's Powell's Garden around 1985. Matteuccia 'The King' is one of the few forms we've found that thrives in the hot, humid southeastern US, where normal ostrich ferns fear to tread. The 3' tall deciduous rosettes (6' tall under ideal conditions) spread vigorously via underground rhizomes. In nature, the deer-resistant ostrich ferns are found in moist ditches and lowlands, but also adapt well to drier garden conditions where they grow a bit shorter. Patches of Matteuccia struthiopteris 'The King' are highlighted by the 18"" brown fertile fronds that appear in fall and persist through the winter when they can be spray painted with some cool psychedelic colors to freak out your garden visitors.",,"""""""""""""""The King"""""""" Ostrich""""@Plant Delights""",,,,,,,,,,,5/5/2024 5:31pm,,,,
Matteuccia Struthiopteris (Ostrich fern),Interesting,0,,Species,Matteuccia Struthiopteris (Ostrich fern),Onocleaceae: Matteuccia Struthiopteris (Ostrich fern),species,,,,,,Americas,"edible,naturalizing",,,,"http://www.gracelinks.org/blog/2296/real-food-right-now-and-how-to-cook-it-fiddleheads
https://www.hobbyfarms.com/grow-fiddlehead-ferns-for-market/
https://transylvania.ces.ncsu.edu/edibles-for-the-shade/
https://www.prairienursery.com/store/native-plants/ostrich-fern-matteuccia-struthiopteris#.WnusWJM-esw

Native Virginia and north

""the unwritten ethic among fiddlehead foragers is to take three violin tops. A fern produces five to nine fronds per growing season, so harvesting more than three can jeopardize the plant's survival.""",,"Matteuccia Struthiopteris (Ostrich fern)@Prarie Moon,Matteuccia Struthiopteris (Ostrich fern)@New Garden",,,,,,,,,,,5/5/2024 5:31pm,,,,
Aunt Rachel Peony,Have,2,"""Aunt Rachel Peony (Circ, 180)"",""Aunt Rachel Peony (Circ, 181)""",,,Paeoniaceae: Paeonia sp. (Peony),,,,,,,,,,,,,,,,,,,,,,,,,2/14/2022 7:06am,,,,
Malykin peony,Have,4,"""Malykin peony (Circ, 182)"",""Malykin peony (Circ, 183)"",""Malykin peony (Circ, 184)"",""Malykin peony (Circ, 185)""",,,Paeoniaceae: Paeonia sp. (Peony),,,,,,,,,,,,,,,,,,,,,,,,,2/14/2022 7:07am,,,,
Paeonia 'Coral Sunset',Have,1,"""Paeonia 'Coral Sunset' (OCZSun, 259)""",Hybrid clone,Paeonia 'Coral Sunset',Paeoniaceae: Paeonia spp and hybrids,,,,,,,,,,,,," CORAL SUNSET (Wissing 1965) Semi-double, triploid. Lactiflora white semi-double x Officinalis Otto Froebel. Bulletin #178 September 1965.
   
 CORAL SUNSET - Samuel Wissing - Registered by Charles Klehm and Son Nursery, January 2, 1981. Parentage: Minnie Shaylor x Otto Froebel; first bloomed about 1965; seedling number unknown. Double hybrid, deep coral, flat form, reliable, stamens, pollen, no seeds, fragrant. Good substance. Good stem strength with excellent foliage, 34 inches, early, vigorous. Appears to be a sister seedling of Coral Charm. Mr. Wissing worked over 26 years to achieve these beautiful and unique coral hybrids. One bud per stem. Plant patent applied for.",,,,,,,,,,,,5/5/2024 6:17pm,,,,
Veronicastrum virginicum (Culvers root),Dutch Buffalo Farm,0,,Species,Veronicastrum virginicum,Plantaginaceae: Veronicastrum virginicum,species,5.50,1.50,3.00,1.00,,US - Southeast,"naturalizing,meadow,deer ignore,rain garden",,,For along the NW fence in the meadow; rain garden,Needs sun,"Dutch Buffalo Farm list 2022, with origin code 3",Veronicastrum virginicum (Culvers root)@Dutch Buffalo Farm,,,,,,,,,,,2/20/2022 12:34pm,,,,
Cymbopogon citratus (lemon grass),Have,1,"""Cymbopogon citratus (lemon grass) (GHpot, 144)""",Species,Cymbopogon citratus,Poaceae-Panicoideae-Andropogoneae: Cymbopogon spp,,,,,,,,,,"2018Summer one clump from seed in herb bed
Subsequently kept overwinter inside and then replanted.",,"Lemongrass
https://ozarkherbs.wordpress.com/2010/11/04/loving-lemongrass-though-winter/


Transplant (recommended): Sow seed on soil surface and press into soil or cover lightly, as light aids germination. Moisten lightly and cover with a dome lid or other cover to conserve moisture. If available, use bottom heat to enhance germination. Keep soil temperature at around 68°F (20°C) until germination, or 68°F (20°C) at night and 86°F (30°C) during the day. Do not over-water. Transplant clumps into larger cells and grow in a warm place until after the last chance of frost has passed. When the minimum soil temperature is 45°F (7°C), transplant 3-4"" tall seedlings in clumps or as individual plants outdoors. Space 8-12"" apart in rows that are 18"" apart. Keep moist and well weeded. Lemon grass doesn't tolerate frost. Rarely flowers as an annual. Can be dug an divided in the fall to pot up for overwintering indoors or start new plants each spring. — http://www.johnnyseeds.com/herbs/lemon-grass/lemon-grass-east-indian-cleaned-seed-lemon-grass-seed-4074.html
",,,,,,,,,,,,,1/2/2022 5:40pm,,,,
Tripsacum dactyloides (eastern gamagrass),Have,1,"""Tripsacum dactyloides (eastern gamagrass) (Wal, 140)""",Species,Tripsacum dactyloides,Poaceae-Panicoideae-Andropogoneae: Tripsacum dactyloides (Eastern gamagrass),,,,,,,,,,,,,,,,,,,,,,,,,12/6/2021 10:47am,,,,
Chasmanthium latifolium (river oats),Interesting,0,,Species,Chasmanthium latifolium,Poaceae-Panicoideae-Chasmanthieae: Chasmanthium latifolium (river oats),species,3.50,1.50,1.75,0.75,,Chatham,naturalizing,,,,"https://plants.ces.ncsu.edu/plants/chasmanthium-latifolium/
Watch its placement especially in smaller gardens as may spread aggressively by rhizomes and seeds.
https://plants.usda.gov/home/plantProfile?symbol=CHLA5

Plan: under black walnuts
+Tolerates black walnut per Missouri BG 
- tall

1/4 oz = 1k seed @ 1' spacing = 1k sq ft
partial shade, germ C(60) 3' high
Really like this for the woods to counter stilt grass

Vendor
https://www.prairiemoon.com/chasmanthium-latifolium-river-oats-prairie-moon-nursery.html
$4 1/4 oz, $10 4000 seed",,,,Screen Shot 2021-11-15 at 07.57.22.png (https://v5.airtableusercontent.com/v3/u/28/28/1715176800000/BBUFf8uaG2BmQKzGNpMdMA/ZeGv0LrHF0Ksuoc50J5EpjvLSXACJlaTcIUSZEAFKehZEp5U7HXRoA6JdiW4QcAzz9A7ZaO_HY75FcDpae9uCv_65hrIeoBTQ6BDvNkukeFvqE7AVcaf3FfbFEcV2IATJyAWVtzcE8khJAGQMtUnWeotFlm2_dzHXfAV2hhOUY8/fUSbOkTjY3nciXUcsOVpGQM7s84N66rbrX2RP7U81s0),,,,,,,,,5/5/2024 5:30pm,,,,
Phlox ‘Opening Act Blush’ ,Have,1,"""Phlox ‘Opening Act Blush’  (OCZSun, 236)""",Hybrid clone,,Polemoniaceae: Phlox spp (garden phlox),patent,,,,,https://patents.google.com/patent/USPP27462P2/en?oq=uspp+USPP27462,US - Hybrid,landscaping,,,,,"Tall Garden Phlox are a mainstay in the midsummer sun garden, and this hybrid type will extend the color of Phlox by blooming even earlier; starting in early summer. The dark green, glossy foliage is mildew and disease resistant, an improvement on older varieties of Phlox that don’t hold up as well in the heat and humidity of summer. Plant these in an area with good air circulation and plenty of sunshine for the best performance. With a stoloniferous growth habit, this Phlox will spread slowly over the years.
'Opening Act Blush' boasts a long season of color in addition to being early blooming, with lovely light lavender pink flowers typically appearing from early summer well into midsummer, with some sporadic rebloom into early fall.

The present invention comprises a new and distinct variety of hybrid garden phlox botanically known as Phlox hybrid, and hereinafter referred to by the cultivar name ‘Opening Act Blush’. The new variety originated from a crossing made by the inventor on Sep. 1, 2011 at a wholesale perennial nursery in Zeeland, Mich., USA between the female parent Phlox ‘Minnie Pearl’ (not patented) and the male parent Phlox paniculata ‘Barsixtytwo’ U.S. Plant Pat. No. 22,234 with seed harvested Oct. 6, 2011. ‘Minnie Pearl’ is an interspecific cross between Phlox maculata and Phlox glaberrima. The new plant was selected from among a large population of as a single individually developed seedling and then separately designated under the breeder code H11-98-56 with final evaluations approved in the summer of 2013.",,,,,,,,,,,,5/5/2024 12:40pm,,,,
